,Data_ID,User_ID,Gender,Age,MBTI,Q_number,Answer
3721,4646,78,1,40,INFP,26,"<그렇다> 굳이 다른 사람의 관심도 필요하지 않고, 그렇게 주목받고 싶지도 않다. 조용히 티 나지 않게 나의 볼일을 신속하게 마치고 나이스하게 그 자리를 벗어나고 싶다."
3722,4647,78,1,40,INFP,27,<그렇다> 신나게 모임을 하고 대화를 하고 있었는데 남편이 갑자기 나에게 짜증을 내서 갑자기 찬물 끼얹은 것처럼 기분이 바뀌었다. 함부로 대하거나 부정적인 피드백을 당하니 당황스럽고 싸우고 싶다.
3723,4648,78,1,40,INFP,28,<그렇다> 정해진 시간 내에 정해진 과업을 끝내야 종료가 되는데 지혜롭지도 못하고 어영부영하는 모습에 나까지 피해를 보니 많이 화가 났다. 능력이 없거나 답을 모르겠으면 다른 사람에게 도움을 청하거나 조언을 구하는 것도 용기인 것 같다.
3724,4649,78,1,40,INFP,29,"<그렇다> 일은 상황이 주어질 때보다 언제까지 해야 한다를 정해두고 하는 것 같다. 지금은 내가 해야 하고 쉬어야 하는 시간이 있으니, 그 일은 내가 하고 싶을 때 가장 잘할 수 있을 때 그때가 되기 전까지 모아뒀다가 한 번에 확 쳐내고 싶다."
3725,4650,78,1,40,INFP,30,<아니다> 나는 기독교라 사후세계는 이미 정해져 있다고 생각한다. 추상적으로 상상하고 대화하는 것은 그리 흥미롭지 않다.
3726,4651,78,1,40,INFP,31,<중립> 혼자의 시간도 중요하고 그런 고요함이 있어야 나의 정서가 안정된다. 하지만 지금은 육아 중에 라 매일의 반복되는 일상과 스트레스에 노출되다 보니 일정 기간 안에 나를 지지해 주고 이해해 주는 사람들을 만나서 대화해야지 나의 에너지가 채워진다.
3727,4652,78,1,40,INFP,32,"<아니다> 고전은 고전대로의 매력이 있고, 실무는 실무대로의 매력이 있다고 생각한다. 유튜브 채널을 통해 다른 나라의 역사나 인물에 대해 듣는 것도 재미있고, 흥미롭게 보고 있다."
3728,4653,78,1,40,INFP,33,"<그렇다> 나는 이해할 수 없지만 경험이 다가 아니니 사람은 각자의 삶의 무게와 선택이 있다고 생각한다. 나는 한국에서 살고 여자이고 아이를 키우고 있지만, 삶의 무게나 고민은 사람마다 다 비슷하고 어려울 것 같다."
3729,4654,78,1,40,INFP,34,<그렇다> 결정은 중요한 것이다. 바로 하는 것보다 최대한의 정보를 모으고 심사숙고해서 주어진 시간을 최대한 활용해서 결정하고 싶다.
3730,4655,78,1,40,INFP,35,<아니다> 한번 내린 결정은 끝이라고 생각한다. 하지만 난제에 부딪치면 1안은 1안대로 2안은 2안대로의 장단점이 있다고 생각해서 막판에 그냥 뒤엎는 경우도 많다.
3731,4656,78,1,40,INFP,36,<그렇다> 사람들에게 받는 에너지와 외부에서 얻는 긍정적인 힘이 더 큰 것 같다. 보고 싶었던 친구들과의 시간이나 핫플레이스에서 느껴지는 에너지에서 삶의 보람과 나의 정체성을 많이 찾는다. 정기적으로 그런 시간을 꼭 가져야 한다.
3732,4657,78,1,40,INFP,37,"<그렇다> 신혼여행도 유럽으로 갔고, 시간을 내서 미술관과 해설을 감상했다. 시대는 달라도 삶의 고민이나 생각들에서 배울 점이 많다고 생각한다."
3733,4658,78,1,40,INFP,38,<중립> 사람마다 분노나 희로애락을 느끼는 부분은 비슷한 것 같다. 하지만 그런 부분을 상대에게 말하고 표현하는 부분이 세련되지 않거나 강압적이라면 많이 싫다. 어른들이 자신의 생각을 강요하듯 말하거나 정확하지 않은 정보를 강요하거나 하면 불편하고 함께하기 싫다.
3734,4659,78,1,40,INFP,39,"<아니다> 다이어리에 쓰고 꼼꼼하게 계획하지 않는다. 대충 생각으로 다음 주쯤, 여름쯤에 이런 식으로 시기나 상황을 열어두고 해결하려고 한다."
3735,4660,78,1,40,INFP,40,"<그렇다> 많이 긍정적이고 희망적이다. 가능하다는 믿음이 있고, 하면 된다는 확신이 있다. 타고난 부분도 있는 것 같고, 종교를 가지며 일주일에 한 번씩 개인 시간을 가지고 지식을 습득하며 거기서 위안 받고 지혜를 채워나가게 된 것 같다."
3744,4681,79,1,30,ISTJ,1,<아니다> 저는 새로운 친구를 만들지 않습니다. 이유는 만나기 쉽지 않으며 알아가는 시간이 많이 필요하기 때문입니다.
3745,4682,79,1,30,ISTJ,2,<그렇다> 저는 레진 공예나 데이터 복구 방법을 배울 수 있는 방법에 관심이 있습니다. 이유는 제가 할 줄 모르기 때문입니다.
3746,4683,79,1,30,ISTJ,3,<아니다> 친한 사람이라면 이유가 궁금하지만 보통은 관심을 두지 않습니다. 이유는 제가 해결할 수 없는 부분입니다.
3747,4684,79,1,30,ISTJ,4,<그렇다> 최소 대비책 한 가지는 세우는 편입니다. 이유는 자신이 없기 때문이고 미래를 알 수 없기 때문입니다.
3748,4685,79,1,30,ISTJ,5,<중립> 상황에 따라 다르지만 당황하거나 흥분되면 침착하기 어렵습니다. 최근 면접을 보았을 때 긴장이 되긴 했지만 평정심은 유지했습니다
3749,4686,79,1,30,ISTJ,6,<그렇다> 그렇습니다. 이유는 익숙한 게 편하고 좀 더 이야기가 통하기 때문입니다. 아무래도 낯선 공간이라면 익숙한 게 더 편합니다.
3750,4687,79,1,30,ISTJ,7,<중립> 중간에 기간이 짧은 프로젝트가 생기면 두 프로젝트를 비교한 후 기간과 달성 속도를 비교해서 우선순위를 정합니다.
3751,4688,79,1,30,ISTJ,8,<중립> 영화나 책에는 감상적인 경우가 종종 있습니다. 하지만 그 횟수가 적어서 중립이라고 생각합니다.
3752,4689,79,1,30,ISTJ,9,<아니다> 필요에 의해 계획을 세웁니다. 하지만 평소에 기록하는 것을 필요하다고 생각하지 않아서 즐겨 사용하지 않습니다.
3753,4690,79,1,30,ISTJ,10,<중립> 중요도가 높은 일을 할 때 긴장으로 작은 실수가 일어나기도 합니다. 제 능력이 부족한 부분이 있다고 생각하지만 할 수 있는 일도 실수가 일어나는 경우가 종종 있어서 제 능력이나 지식에 문제가 많다고 생각하지 않습니다.
3754,4691,79,1,30,ISTJ,11,<중립> 필요하다면 대화를 시작할 수 있지만 먼저 하지 않습니다. 학생 때 처음 만난 친구들에게 먼저 말을 걸어서 친해지고 지금은 둘도 없는 친구들이 많습니다.
3755,4692,79,1,30,ISTJ,12,<중립> 제가 예술 작품을 많이 보았다면 토론하는데 관심이 많았겠지만 일을 하고 아이를 키우니 시간이 나지 않았습니다. 그래서 자연스럽게 관심이 없어졌습니다.
3756,4693,79,1,30,ISTJ,13,<그렇다> 친구들은 제 태도가 냉정하다고 말합니다. 이성을 따르는 편이 결과가 더 좋았습니다. 주변의 평가도 비슷하다고 생각합니다. 
3757,4694,79,1,30,ISTJ,14,<아니다> 즉흥적으로 할 시간이 없습니다. 세세한 계획을 세워서 하루를 보내지 않지만 큰 틀은 항상 같습니다.
3758,4695,79,1,30,ISTJ,15,<그렇다> 사회생활을 경험한다면 50%가 넘는 사람들은 어떤 사람으로 보일지 걱정한다고 생각한다. 혼자 살아가는 것이 아니라 더불어 살아가는 사회이기 때문이다.
3759,4696,79,1,30,ISTJ,16,<중립> 때에 따라 다르지만 요즘은 일을 하면서 개인주의가 보이는 업무 스타일을 경험을 했다.  일을 할 땐 편하지만 단체 활동이 적어 불편함을 느낀다. 
3760,4697,79,1,30,ISTJ,17,<중립> 책은 어느 것이나 좋고 영화는 관심이 없어도 보다 보면 빠져든다. 인턴이라는 영화를 최근에 보게 되었는데 생각보다 더 재미있게 보았다. 결말이 정해진 것은 아니지만 다른 사람과 공감대를 형성할 수 있었다.
3761,4698,79,1,30,ISTJ,18,<중립> 상대방이 마음에 들어야 성공을 도와도 만족감을 느낀다. 이유는 내 지인을 돕는 것은 좋지만 남을 돕는데 만족감을 느낄 정도로 큰일에 참여한 적이 없습니다.
3762,4699,79,1,30,ISTJ,19,<그렇다> 내가 못하는 것에는 항상 관심이 많습니다. 어떠한 것을 정해야 할지 몰라서 여러 가지를 자주 찾아보고 아직도 정하지 못했습니다.
3763,4700,79,1,30,ISTJ,20,<아니다> 아직은 계기가 된 경우는 없습니다. 잘못되는 경우가 많지 않았고 큰일을 만들거나 진행해 본 적이 없습니다.
3764,4701,79,1,30,ISTJ,21,<그렇다> 저는 지도자 역할을 하는 것보다 뒤에서 받쳐주는 것이 더 적성에 맞습니다. 지도자 역할을 맡으면 실수를 많이 하게 될 것 같습니다.
3765,4702,79,1,30,ISTJ,22,<중립> 어려서는 그림 그리는 것을 좋아했고 지금도 예쁜 인테리어나 전시회에 관심이 많습니다. 하지만 손으로 만들기나 표현하는 것은 재주가 없습니다.
3766,4703,79,1,30,ISTJ,23,<아니다> 이성만 중시했다면 냉랭한 사회가 되었을 것이라고 생각합니다. 미래에는 북한처럼 공산주의 국가가 될 수도 있다고 생각합니다.
3767,4704,79,1,30,ISTJ,24,<중립> 몸 상태에 따라 다릅니다. 너무 피곤하면 집안일을 미루기도 합니다. 집안일을 먼저 끝내기를 원할 때는 너무 많이 밀려있다는 느낌이나 치울 것이 많다는 느낌이 드는 경우입니다.
3768,4705,79,1,30,ISTJ,25,<아니다> 논쟁의 결론이 난다면 좋지만 대부분은 그 끝이 없는 경우도 있고 그런 상황이 불편합니다.
3769,4706,79,1,30,ISTJ,26,<그렇다> 저는 조용히 있는 것이 좋습니다. 사람들의 이야기에 참여할 수 있는 자연스러운 분위기가 아니라면 어색함을 느낍니다.
3770,4707,79,1,30,ISTJ,27,<아니다> 너무 화가 나는 일이 생기는 것이 아니라면 크게 변화가 없습니다. 가끔 화가 나서 눈물이 자동으로 나올 때는 있습니다.
3771,4708,79,1,30,ISTJ,28,<그렇다> 예전에 일하던 회사에 일을 너무 못하는 나이 어린 직원이 있었습니다. 같은 일도 더 힘들게 일을 해서 보는 내내 답답했고 같이 일하면서 일이 더 어려워지거나 힘들었습니다.
3772,4709,79,1,30,ISTJ,29,<아니다> 최근에도 일을 미루지 않으려고 노력합니다. 마지막까지 미뤄두면 더 하기 싫어지고 해야 할 일이 너무 많아지기 때문입니다.
3773,4710,79,1,30,ISTJ,30,<그렇다> 소설책을 많이 보는 편이라 사후 세계가 있다고 생각합니다. 이유는 꿈에서 저승사자를 봤다는 사람이 주변에 있기 때문입니다. 
3774,4711,79,1,30,ISTJ,31,<아니다> 요즘은 혼자서 시간을 보내고 싶습니다. 혼자서 여행을 가거나 조용히 책을 읽는 시간이 필요하다고 느낍니다.
3775,4712,79,1,30,ISTJ,32,<중립> 정확히 말하면 관심이 없습니다. 이론 중심으로 토론한 경험이 없었습니다. 점점 시간이 지나면서 이야기를 할 시간이 줄어드는 것 같습니다.
3776,4713,79,1,30,ISTJ,33,<아니다> 저는 공감할 수 없습니다. 이유는 경험을 해 보아야 공감도 나온다고 생각합니다. 아무리 공감하려고 해도 약간의 이해가 뒷받침되어야 한다고 생각합니다.
3777,4714,79,1,30,ISTJ,34,<중립> 상황에 따라 다릅니다. 결정을 내리고 다시 생각해서 번복하는 경우도 많습니다. 상황에 따라 마지막까지 미루고 싶지 않아도 미뤄지는 경우도 있었습니다.
3778,4715,79,1,30,ISTJ,35,<아니다> 결정에 대해서는 다시 생각해 보는 성격입니다. 확신이 없기도 하지만 다른 사람의 의견도 수용해서 다시 생각해 보는 시간을 갖습니다.
3779,4716,79,1,30,ISTJ,36,<아니다> 피로를 풀어야 하는데 파티와 행사는 피로가 풀리지 않습니다. 요즘에는 피로가 많이 쌓여서 잠을 많이 자고 싶습니다.
3780,4717,79,1,30,ISTJ,37,<그렇다> 조용하고 작품을 짧아도 감상하는 것을 좋아합니다. 하지만 미술관에 갈 시간이 없습니다.
3781,4718,79,1,30,ISTJ,38,<아니다> 이해하는 것은 어렵지 않습니다. 하지만 친한 사람이 아니라면 크게 관심을 가지지 않습니다. 
3782,4719,79,1,30,ISTJ,39,<아니다> 매일 할 일을 계획하는 것은 저한테 너무 피곤한 일입니다. 필요에 의해 계획을 세울 수 있지만 보통은 그날 할 일이 갑자기 생기는 경우도 많습니다.
3783,4720,79,1,30,ISTJ,40,<중립> 상황에 따라 다릅니다. 어려서는 여유가 없다고 생각해서 많이 불안했지만 성인이 되어서 경험이 쌓이니 여유가 생긴 것 같습니다.
3792,4741,80,0,30,INTP,1,<아니다> 주기적으로 친구를 만들지는 않는다. 이유는 낯을 가리는 경향이 있기 때문이다.
3793,4742,80,0,30,INTP,2,<그렇다> 이것저것 해보는 것을 좋아한다. 이유는 궁금증도 많고 호기심도 많은 편이기 때문이다.
3794,4743,80,0,30,INTP,3,<그렇다> 다른 사람이 우는 모습이나 텔레비전의 슬픈 상황이 나오기만 해도 눈물이 잘 나는 편이다.
3795,4744,80,0,30,INTP,4,<아니다> 딱히 먼저 계획을 세우거나 그렇지는 않다. 이유는 그렇게 해도 그대로 되는 일이 많지는 않기 때문이다.
3796,4745,80,0,30,INTP,5,<그렇다> 억울한 일이 있기도 하고 사람과 관계가 틀어지기도 해보고 여러 일을 겪고 나니 막 걱정한다고 해서 일이 해결되는 것은 아니란 생각을 했기 때문에 크게 흔들리진 않는다.
3797,4746,80,0,30,INTP,6,<그렇다> 어느 자리인가 상황에 따라 다르지만 대부분은 미리 아는 사람과 대화한다 낯을 가리기도 하지만 상대방도 불편할 수 있다고 생각하기 때문이다.
3798,4747,80,0,30,INTP,7,<그렇다> 웬만하면 거의 하나하나 일을 처리하려 하는 편이다. 이것저것 하다 보면 이도 저도 안될 때가 있기 때문이다.
3799,4748,80,0,30,INTP,8,<그렇다> 어떤 상황이나 무엇을 보든지 그 상황에 몰입이 잘 되는 편이다. 그래서 감상적이 될 때가 꽤 많은 것 같다.
3800,4749,80,0,30,INTP,9,<아니다> 예전에는 다이어리도 써 보고 일기도 써 보고 일정을 짜 보기도 했지만 사실은 그대로 되지 않을 때가 많아하지 않는다.
3801,4750,80,0,30,INTP,10,<아니다> 사람마다 다르다고 생각하고 이럴 때도 저럴 때도 있을 수 있다고 생각하기 때문에 실수할 때마다 그렇게 능력을 의심하지는 않는다.
3802,4751,80,0,30,INTP,11,<그렇다> 낯을 가리는 부분이 있기는 하지만 그래도 관심이 가는 사람이 있다면 먼저 다가가는 걸 어려워 하지는 않는다.
3803,4752,80,0,30,INTP,12,<아니다> 예술 작품이나 예능 쪽으로 관심이 많기 때문에 그런 토론이 지루하지 않고 좋은 편이다.
3804,4753,80,0,30,INTP,13,<중립> 상황에 따라 때에 따라 자주 바꾸는 편인 것 같다. 감정적일 때도 있고 이성을 따르려 노력할 때도 역시 있다.
3805,4754,80,0,30,INTP,14,<그렇다> 좀 즉흥적일 때가 많은 것 같다. 특별히 계획을 해도 매일매일 다르기 때문에 그때그때마다 닥치는 대로 할 때가 많다.
3806,4755,80,0,30,INTP,15,<중립> 사람에 시선에 크게 신경 쓰지 않으려 하지만 신경이 쓰이는 자리도 있을 때가 당연히 있다.
3807,4756,80,0,30,INTP,16,<중립> 때에 따라서 다르다. 좋아하는 사람들과의 모임은 즐거워하지만 어색하거나 처음 보는 모임은 좀 꺼려진다.
3808,4757,80,0,30,INTP,17,<중립> 예상이 되어야 재미가 있는 영화가 있고 반전이 있어야 즐거운 영화가 있기 때문에 때에 따라 다르다.
3809,4758,80,0,30,INTP,18,<중립> 나에게 정말 필요한 일이라면 나의 성공을 원한다. 하지만 나보다 더 필요한 이가 있다면 그 성공에 기뻐해 줄 수 있다.
3810,4759,80,0,30,INTP,19,<아니다> 호기심도 많고 이것저것 해보고 싶어 하기도 하지만 귀찮아할 때가 더 많은 듯하다.
3811,4760,80,0,30,INTP,20,<중립> 걱정해도 걱정이 없어지는 것은 아니니 안 하려고 하지만 안 하려 할수록 걱정이 될 수도 있다.
3812,4761,80,0,30,INTP,21,<아니다> 이런저런 팀이나 모임에서 리더 자리를 많이 경험해 봤기 때문에 부담스럽지는 않다.
3813,4762,80,0,30,INTP,22,<아니다> 오랜 시간 무대에서 공연을 해 왔기 때문에 예술적 성향이 없다 생각이 들지는 않는다.
3814,4763,80,0,30,INTP,23,<중립> 이성도 중요하지만 감정이 없다면 너무 삭막하고 사람 같지 않을 것 같다.
3815,4764,80,0,30,INTP,24,<중립> 그래야 마음이 편할 때도 있지만 또 때론 귀찮아 그냥 쉬고 싶을 때도 있다.
3816,4765,80,0,30,INTP,25,<아니다> 사람들의 논쟁을 그다지 좋아하지 않는다. 누가 옳고 누군 그르다 싸우는 걸 좋아하지 않는다.
3817,4766,80,0,30,INTP,26,<중립> 관심이 필요할 때는 주의를 끌고 싶고 정말 숨고 싶을 때도 있기 때문에 다르다.
3818,4767,80,0,30,INTP,27,<중립> 상황에 따라 정말 다르다. 감정이 잘 변하기도 하지만 너무 무디게 있을 때도 있다.
3819,4768,80,0,30,INTP,28,<아니다> 딱히 효율적이지 못하다 생각이 들지도 않지만 나와 비슷한 사람을 본다면 돕고 싶을 것이다.
3820,4769,80,0,30,INTP,29,<중립> 빨리 끝내야 마음이 놓이는 것도 있지만 또 그렇지 않은 건 정말 오래 귀찮아하기도 한다.
3821,4770,80,0,30,INTP,30,<그렇다> 항상 사후 세계에 관해서 생각을 많이 하는 편이다. 궁금하기도 하지만 사후 세계를 믿기 때문이다.
3822,4771,80,0,30,INTP,31,<중립> 혼자가 편할 때도 있지만 또 외로울 때도 있기 때문에 때에 따라서 다르다.
3823,4772,80,0,30,INTP,32,<중립> 주제가 무언가에 따라 달라진다. 관심 있는 주제라면 언제든 좋지만 그렇지 않다면 지루하다.
3824,4773,80,0,30,INTP,33,<중립> 그 사람이 아무리 배경이 달라도 예의가 있다면 언제든 공감하지만 그렇지 않다면 불편하다.
3825,4774,80,0,30,INTP,34,<중립> 정말 금방 결정을 내릴 때도 있지만 너무 오래 결정을 망설일 때도 있어서 때에 따라 다르다.
3826,4775,80,0,30,INTP,35,<중립> 거의 생각하지 않으려고 한다. 생각해 봐야 이미 내린 결정이 거의 바뀌지 않기 때문이다. 그렇지만 바뀌어야 하는 게 있다면 또 바뀔 수도 있다.
3827,4776,80,0,30,INTP,36,<중립> 막 스트레스를 날리고 놀고 싶을 때도 있지만 혼자 쉬는 게 도움이 될 때도 있다.
3828,4777,80,0,30,INTP,37,<그렇다> 그림이나 작품들을 보고 있으면 잡념이 사라지고 몰두 할 수 있어서 좋아한다.
3829,4778,80,0,30,INTP,38,<중립> 이해가 잘 될 때도 있지만 당연히 이해가 안 될 때도 있다. 사람마다 다른 생각을 할 수 있기 때문이다.
3830,4779,80,0,30,INTP,39,<아니다> 특별히 매일매일 계획하지는 않는다. 반복되는 일상이 많지만 그래서 더 계획하기 싫기도 하다.
3831,4780,80,0,30,INTP,40,<중립> 불안함을 느끼지 않으려 한다. 그러나 생각할수록 더 그렇게 되는 것 같다. 그래서 생각을 안 하려 한다.
3840,4801,81,0,30,INTP,1,<아니다> 사람 만나는 걸 별로 좋아하지 않고 집안에 있는 걸 좋아하기 때문에 새로운 친구를 거의 안 만듭니다.
3841,4802,81,0,30,INTP,2,<아니다> 개인의 즐거움에 시간을 할애하고 탐구하는 것은 필요하지 않으면 하지 않습니다.
3842,4803,81,0,30,INTP,3,<그렇다> 상대방의 기분을 나라면 어땠을까 하는 생각을 하면서 똑같은 상황에 이입해서 같이 슬퍼집니다.
3843,4804,81,0,30,INTP,4,<아니다> 저 같은 경우는 맨날 걱정만 하고 정작 그 걱정을 해소하려고 생각하지 않는 편입니다. 스스로 스트레스를 늘립니다.
3844,4805,81,0,30,INTP,5,<아니다> 압박감이 심한 상황에서 실수를 하거나 하게 되면 머리가 새하얗게 되면서 잠시 멍해집니다. 최근이라고 하긴 애매하지만 대학생활 때 발표도 중 질문을 받게 되었는데 설명을 해줘도 상대방이 해소가 안된다. 그래서 아무 생각도 할 수 없는 상황이 된 적이 있습니다.
3845,4806,81,0,30,INTP,6,<그렇다> 저는 다른 사람과 만나는 것을 꺼리기도 하고많은 사람과 대화하고 사귀고 싶다는 생각을 거의 안 하기 때문에 알고 있는 사람들하고만 대화를 하는 편입니다.
3846,4807,81,0,30,INTP,7,<중립> 하나의 프로젝트를 완전히 완료한 후에 하는 편이긴 하지만 큰 틀로 봤을 때 그럴 뿐 작은 세세한 부분 같은 경우는 이것저것 만지면서 큰 틀을 완료하려고 하는 편입니다. 특히 예전 프로그래밍을 했을 때 게임을 만든다고 한다면 게임에 대한 큰 틀을 잡고 작은 것들을 이것저것 만들어서 완성을 합니다. 게임을 완성하기 전까지는 다른 것을 하지 않습니다.
3847,4808,81,0,30,INTP,8,"<그렇다> 인터넷을 봤을 때 다른 사람들이 몰입하지 못하고 이해하지 못하는 것도 저는 몰입해서 이해하는 경우도 많습니다. 슬픈 영화나 애니메이션, 게임 같은 경우가 그렇습니다."
3848,4809,81,0,30,INTP,9,<아니다> 계획 세우는 것을 별로 좋아하지 않습니다. 계획을 세우더라도 꼭 하는 도중 계속해서 계획을 바꿔나가면서 하게 됩니다. 특히 다이어리나 전자적 도구로 '계획을 세워보자' 해서 세우더라도 3일을 가지 못합니다.
3849,4810,81,0,30,INTP,10,<그렇다> 우매함의 봉우리라고 있습니다. 많이 알지도 못하면서 지식이 많다고 생각하는 경우가 그렇습니다. 저 같은 경우 내가 많이 알고 있다고 생각했는데 그렇지 않고 상대방의 말이 더 맞는다고 생각되는 경우 제가 알고 있는 지식이나 능력을 의심하게 됩니다. '이게 아니었나?'하는 생각을 자주 하게 되는 것이죠. 최근에 게임을 하는 도중 이거는 별로라고 했는데 친구가 아니라면서 하는 반박을 듣고 의심을 한 적이 있습니다.
3850,4811,81,0,30,INTP,11,<아니다> 일단 저의 경우 상대방에게 다가가는 것부터가 어렵고 대화는 더욱더 어렵습니다. 상대방의 관심사는 무엇인지 어떤 것을 좋아하는지 아무것도 모르기 때문에 무슨 말을 해야 할지 알 수가 없어 접근하기가 어렵습니다.
3851,4812,81,0,30,INTP,12,<아니다> 다양한 해석에 대해서는 매우 좋아한다. 대표적으로 인셉션이라는 영화가 있는데 이 영화의 엔딩에 관해서 많은 이야기가 나왔을 때 매우 흥미롭게 생각한 적이 있습니다. 그 외에도 게임의 내용이나 소설 속의 내용 등을 다양하게 해석하고 토론하는 것을 좋아합니다.
3852,4813,81,0,30,INTP,13,<중립> 이성을 따르려고는 하지만 감정적으로 될 때가 있고 감정적이 될 수 있는 상황에서도 이성이 앞설 때가 있습니다. 그런데 주변에서는 제가 감정적이라는 생각을 하는듯합니다. 이에 대해 이야기해 본 적은 없지만요.
3853,4814,81,0,30,INTP,14,<중립> 저는 생각 외로 내가 해야 될 일에 대해서는 책임감이 있는 편입니다. 그래서 해야 될 일이 있을 경우 계획해서 하는 것을 좋아하지만 딱히 할 일이 없을 경우 즉흥적으로 하고 싶은 것을 합니다. 대표적으로 일을 할 때에는 많이 안 해도 되지만 책임감을 가지고 내가 생각한 최소 분량을 무조건 하고 일이 없을 때는 하고 싶은 대로 놀면서 보냅니다.
3854,4815,81,0,30,INTP,15,<아니다> 늘 걱정합니다. 어느 정도로 심하냐면 내가 없을 때 친구들끼리 모이게 되면 얘네들이 날 험담을 하고 있지 않을까. 내 욕을 하고 있지 않을까 하는 걱정을 할 정도입니다.
3855,4816,81,0,30,INTP,16,<아니다> 사람을 만나는 것을 꺼리는 것만큼 단체 활동은 더더욱 싫어합니다. 요즘에도 그것이 싫어 잘나가지 않고 일도 집안에서 할 수 있는 일을 찾습니다.
3856,4817,81,0,30,INTP,17,<그렇다> 자신만의 방식으로 해석할 수 있는 것을 좋아합니다. 특히 '떡밥'이라고 불리는 추측성 단서들을 뿌리는 것을 좋아합니다. 만화나 소설이나 이런 것을 뿌리게 되면 그에 대해 상상을 하면서 보내게 됩니다. 그래서 몇몇 소설 같은 경우 결말의 직전까지 보고 결말을 안 보는 경우도 있습니다. 해리 포터의 경우 결말을 안 보고 그전 시나리오까지 읽었습니다.
3857,4818,81,0,30,INTP,18,<그렇다> 이유는 잘 모르겠지만 저는 그런 것을 좋아합니다. 특히 언성 히어로를 좋아하는데요. 주목받지 못하지만 엄청난 희생 등을 하는 사람들입니다. 영화로 치면 배트맨이 그런 느낌이죠. 그런 자기희생을 하는 눈물 나는 전개를 좋아합니다.
3858,4819,81,0,30,INTP,19,<아니다> 저는 고집이 있어 내 관심사 중 하나에 꽂히면 그것만 일단 하게 됩니다. 대표적으로 소설을 읽을 때인데요. 최근에도 소설 하나에 빠져서 다른 소설도 안 보고 잠도 제대로 안자면서 그것만 봤습니다.
3859,4820,81,0,30,INTP,20,<그렇다> 제 인생에서 성공한 일이 많이 없습니다. 일을 하더라도 욕을 먹고 군대에서도 관심 병사 취급을 받았죠. 그러다 보니 무슨 일이든 잘못될까 봐 내가 잘못한 게 아닐까 하는 걱정을 하게 됩니다.
3860,4821,81,0,30,INTP,21,<그렇다> 지도자라고 하면 당연히 책임을 지는 자리라고 생각합니다. 리더십도 있어야 하고 대인관계도 좋아야 하며 가장 중요한 큰 책임을 떠안게 되죠 그래서 싫습니다.
3861,4822,81,0,30,INTP,22,<그렇다> 가장 간단하게 표현하자면 저는 그림을 못 그립니다. 그렇다고 노래도 잘 부르는 것도 아닙니다. 그렇다고 스포츠를 잘하는 것도 아닙니다. 그래서 없다고 생각합니다.
3862,4823,81,0,30,INTP,23,<그렇다> 요즘 세상은 이성보다는 감정의 비중이 더 커지는듯합니다. 그런 감정의 커짐을 볼 때마다 저 사람들은 대체 왜 저러지?라는 생각을 자주 하게 됩니다. 이득도 없고 발전도 없고 아무것도 없는데도요.
3863,4824,81,0,30,INTP,24,<그렇다> 기본적으로 저는 게을러서 집안일을 거의 안 하지만 만약 하게 된다면 일을 먼저 끝내고 쉬는 것을 좋아합니다. 밥을 먹어야 할 시간인데도 일을 붙잡고 있는 타입입니다. 약간의 강박증 같은 느낌입니다.
3864,4825,81,0,30,INTP,25,<그렇다> 솔직히 나 자신이 논쟁에 들어가는 것도 재미있고 논쟁을 바라보는 것도 재미있습니다. 하나의 주제로 서로의 의견이 다르고 그 다름 속에서 다른 의견들이 나오게 되고 그에 대해 생각하는 것이 즐겁습니다.
3865,4826,81,0,30,INTP,26,<그렇다> 튀어봤자 좋을 게 없다는 생각을 저는 늘 하고 있습니다. 평범한 게 가장 좋지만 평범하게 되는 게 가장 어려우니까요. 너무 튀면 주변 사람들이 저를 싹수없게 볼 거 같아서 그렇습니다.
3866,4827,81,0,30,INTP,27,<그렇다> 저의 경우 안 좋은 생각이 종종 떠오를 때가 있습니다. 걱정을 많이 하는 만큼 과거 안 좋았던 일들이 떠오르는 것이죠. 대표적으로 치킨을 시켜서 맛나게 먹던 도중 옛날 안 좋은 기억이 떠오르면 입맛이 확 떨어지는 경우도 있었습니다.
3867,4828,81,0,30,INTP,28,<그렇다> 나도 일을 못하거나 잘하는 것이 없는데 나만큼 효율적이지 못하고 못하는 사람을 보면 당연히 짜증이 나게 됩니다. 경험담으로 말하자면 군대에 있을 때 나도 할 수 있는 것을 상대방이 못하게 되면 짜증이 나거나 한 적이 있었습니다.
3868,4829,81,0,30,INTP,29,<그렇다> 끝까지 미룹니다. 꾸준히 해야 하거나 하는 것이 아닌 이상 하루 만에 끝낼 수 있거나 하는 일 같은 경우 끝까지 미룹니다. 지금도 책상에 물 마시거나 해서 남은 빈 물통이 있지만 치우지 않습니다. 어느 정도 쌓아놓고 한꺼번에 치웁니다.
3869,4830,81,0,30,INTP,30,<그렇다> 매우 간단한 이유입니다. 아무도 본 적이 없습니다. 아무도 모르고 아무도 알지 못하지만 죽은 뒤의 세계가 있기를 바라는 생각 자체가 정말 흥미롭고 있을지도 궁금합니다.
3870,4831,81,0,30,INTP,31,<아니다> 혼자 있는 것이 좋습니다. 물론 가끔은 남들과 같이 놀거나 시간을 보내고 싶기는 하지만 대부분은 혼자 있고 싶습니다. 요즘도 그렇습니다.
