,User_ID,Gender,Age,MBTI,Q_number,Answer
9542,199,0,30,ISTJ,39,그렇다. 저는 매일 할 일을 아침에 계획을 정리해 두곤 합니다. 이유는 계획을 해두면 해야 하는 일이 빨리 진행될 수 있고 업무 중 예상치 못한 일들이 생겼을 때에도 잘 대처 가 되기 때문에 계획을 세웁니다.
18611,479,1,40,INFP,12,중립/모르겠다. 저는 크게 관심이 있는 편은 아니지만 없는 것도 아닙니다. 다양한 의견을 듣는 건 흥미롭고 제가 잘 걸러서 들으면 되기 때문입니다.
4935,103,1,30,ISTP,40,아니다. 성인이 되고 사회생활을 하면서 여러 가지 힘든 일들을 경험하다 보니 불안한 마음이 생기기 시작한 게 아닐까 싶습니다.
13945,387,1,30,ISTJ,26,그렇다. 저는 사람의 주의를 끌지 않으려 합니다. 저에게 주목이 되면 부끄러움과 피하고 싶다는 생각이 듭니다.
13224,365,0,30,INTJ,25,그렇다. 저는 논쟁을 바라보는 것도 참여하는 것도 좋아합니다. 논리적으로 이야기하고 누군가를 설득해낼 때의 성취감이 너무 좋기 때문입니다.
9873,206,1,40,ENFJ,34,"아니다. 저는 결정을 내리는 일을 마지막까지 미루는 편이 아닙니다. 많은 고민을 하고 결정을 내려봤자 처음 했던 생각으로 결론을 내리는 편이기 때문에 신중해야 하지만, 마지막까지 미룰 필요는 없다고 생각하기 때문입니다."
4461,93,0,30,ISFJ,46,아니다. 개인적으로는 인간의 존재와 삶의 이유에 대해 누구보다 깊이 생각한다고 생각합니다. 문득문득 드는 생각이지만 인과관계와 삶의 질을 향상시키며 추구하는 삶에 대한 고찰 등에 관심이 있는 편이기 때문입니다.
10736,224,1,20,ENTP,33,중립. 살아온 배경이 다르다고 해도 같은 인간으로서 느끼는 바가 비슷한 구간이 있어요. 하지만 배경의 차이에서 생기는 거리감은 좁히기 힘든 것 같아요. 경제적 배경이 다른 친구와 대화할 때 같은 나이대라는 점에서 공감할 수는 있지만 배경에서 오는 차이는 공감하지 못해요.
1027,22,1,40,ISFJ,20,그렇다. 저는 거의 모든 일을 계획을 세워 하는 편입니다. 계획이 틀어지는 것이 저에게는 많이 불안한 상황이 되고 통제 불가능 상황이 오는 것이 스트레스입니다. 일이 잘못되면 누군가에게 피해를 줄 수 있거나 다른 이에게 스트레스를 줄 수 있다는 것이 많이 걱정됩니다.
5230,109,1,30,ESTJ,47,아니다. 감정에 휘둘리지 않는다. 무난한 성격을 가지고 있다고 평가를 받는 편이다.
10691,223,1,30,INTP,36,아니다. 타인을 만나는 것 자체가 힘을 쓰는 일이기 때문에 요즘에는 혼자만의 시간을 보내면서 피로를 푸는 편입니다.
16053,435,1,20,ESFJ,34,그렇다. 네 저희 가족과 회사 사정 있다면 미룹니다. 미루면 나중에 생각과 결정되니까요.
7219,151,0,30,ENTP,20,아니다. 걱정한다고 해서 잘 될지 안 될지 알 수 없습니다. 걱정해 봐야 소용없습니다. 살아온 인생이 그랬습니다.
16500,443,1,20,ISTJ,1,아니다. 저는 새로운 사람과 만나고 관계를 맺는 것 자체가 부담스러운데 친구를 만드는 것은 더더욱 어렵습니다.
17460,460,1,30,ESFP,1,아니다. 저는 낯선 사람들과 친해지는 것을 꺼려 해서 주기적으로 새로운 친구를 만들지 않습니다.
2571,54,0,40,INTJ,28,그렇다. 효율적이지 못한 사람을 보면 짜증이 나요. 더 빠르게 할 수 있는 방법을 알려줘도 안 하는 경우가 많아요. 그래서 그 상황을 무시하는 편이에요.
9925,207,1,30,ISTJ,38,중립. 내가 겪은 일이거나 공감이 되는 일에 대해서 나오는 감정은 이해가 되지만 그렇지 않을 때는 이해하기 힘들 때가 종종 있다. 예를 들어 친구가 인생에 대해 심도 있는 이야기를 할 때라든지 말이다.
1704,36,0,30,ISTJ,25,그렇다. 즐거울 때가 많습니다. 이유는 서로 다른 의견을 듣는 것이 내가 가질 수 있는 시각을 넓혀준다고 생각하기 때문입니다.
8843,185,1,20,ESTP,12,"그렇다. 저는 예술 작품의 다양한 해석에 대해 토론하는 일에 관심이 아예 없습니다. 이유는 예술 작품을 감상하는 것 자체도 좋아하지 않고, 예술 작품을 보면 지루하다는 생각이 들기 때문에 그것에 대한 토론은 더욱 관심이 없기 때문입니다."
3658,77,1,30,ENFP,11,"중립. 대화를 시작하는 것이 어렵다고 느끼지는 않으나, 주로 먼저 다가가서 대화를 시작한 경우가 많지 않은 것 같습니다."
17355,458,1,20,ESTJ,16,"아니다. 저는 단체 활동에 참여하는 것을 매우 싫어합니다. 필요에 의한 경우가 아니면 가급적이면 단체 활동을 하고 싶지 않습니다. 이유는 어떠한 단체의 도움이 저는 필요하지도 않습니다. 혼자서 어떤 일이든 해결할 능력을 갖추고 있기 때문입니다. 단체에서 즐거움이나 기쁨을 얻을 수도 있지만, 저는 그러한 것을 가족에게서 찾는 편이며, 반대로 즐거움이나 기쁨을 준다면 그 대상이 가족 인편이 훨씬 기쁩니다."
12566,341,0,40,ENFP,27,아니다. 감정 변화가 잘 없는 편입니다. 특히 누군가의 대화를 듣거나 TV를 볼 때는 눈에 띄는 감정 변화가 없다고 생각합니다.
8961,187,1,30,ISFJ,34,아니다. 성격이 급하기도 하고 미리 생각하고 걱정하는 성격이라 결정은 미리 내려고 노력한다.
13559,378,0,40,ENFJ,60,그렇다. 저는 원하는 대로 진행될 것이라는 자신감이 있습니다.  이유는 제가 계획적인 사람은 아니지만 일과 상황에 있어 다양한 변수와 결괏값을 예상하면서 융통성 있게 진행하기 때문입니다.
16716,446,1,30,ESTP,37,아니다. 저는 좋아하지 않습니다. 이유는 미술에 관심이 없으면 그림을 보고도 뭐가 좋고 나쁜지 모르겠습니다.
15634,427,1,30,ESFJ,35,아니다. 이미 내린 결정도 불합리하거나 비효율적이라고 생각되면 언제든지 변경하고 수정할 수 있어야 한다고 생각합니다.
4743,99,0,30,INTJ,40,그렇다. 불안함을 느껴서 좋은 일은 없다고 생각하고 그러한 상황에서도 차분해지려고 이성적으로 노력하는 편이기에 불안함을 느낄 때는 거의 없습니다.
15815,430,0,30,ESFP,36,중립/모르겠다. 일주일 스케줄에 따라 유동적으로 즐기는 편입니다. 요즘은 많은 업무로 인해 모임은 갖지 않는 편입니다.
17265,456,1,30,ESTJ,46,그렇다. 저는 깊이 생각하는 것을 좋아하지 않습니다. 인간의 존재에 대해 생각을 해본 적이 없는 것 같습니다.
10579,221,0,40,ISFJ,20,아니다. 저는 앞 일을 걱정하지 않습니다. 이유는 열심히 준비하면 걱정한 일은 대부분 이루어지지 않았던 경험이 많기 때문입니다.
3978,83,1,40,INTJ,43,아니다. 저는 친구에게 먼저 연락하는 편은 아닙니다. 이유는 어린 시절부터 버릇입니다.
15891,432,1,20,ENTJ,52,아니다. 철학적 질문은 왜 하는 것이 연관되어 있으며 이는 어떻게 살아갈 것인가에 대해서도 알 수가 있다. 대부분 몇 마디 얘기를 나누면 각자의 수준들을 알 수 있는데 시야가 좁고 자기 경험에 얽매이는 사람들은 애초에 철학 자체가 자기중심적이기에 그렇다. 이런 사람들과는 멀리하는데 낫다.
9023,188,0,30,INTJ,48,중립. 저는 상대방이 예의를 갖추고 미안함을 가진다면 넘어갑니다. 하지만 예의 없는 행동과 안하무인으로 행동할 시 가차 없이 무너뜨리기도 합니다.
878,19,1,40,ISTJ,15,아니다. 저는 다른 사람의 시선을 많이 신경 쓰는 편입니다. 나의 행동으로  주위에 피해가 갈까 많이 생각하는 편입니다.
5140,108,1,30,INTJ,5,아니다. 겉으로는 그러해 보일 수 있으나 엄청난 스트레스와 두뇌활동으로 예민해진다. 감정의 폭이 크고 금방 올라갔다 금방 내려간다. 금방 화가 나지만 금방 냉정함을 찾는다 감정의 온도의 폭이 매우 크다. 예를 들면 심리싸움이라던 가이다.
4794,100,0,20,ESFP,43,그렇다. 저는 먼저 만나자고 연락하는 편입니다. 이유는 제가 보고 싶어 하고 관심 있는 사람이 먼저 연락하는 게 당연하다고 생각하기 때문입니다.
13299,367,1,30,ENTP,40,그렇다. 저는 불안함은 거의 느끼지 않는 것 같습니다. 가능한 이미 내린 결정을 믿으려고 하는 성격 때문인 갓 같습니다.
6937,145,1,30,ENTP,26,"중립. 잘 하고 자신 있는 부분은 굳이 피하지 않고, 말해서 일이 주어질 것 같은 경우라면 굳이 주의를 끌지 않습니다."
16107,436,0,20,ISFP,28,그렇다. 저는 그렇다입니다. 이유는 그런 사람들이 같이 일하는 동료나 가족인데 결국 그 책임을 제가 다 떠안기 때문에 저에게 의지하는 느낌도 들면서 짜증이 나기 때문입니다.
7328,153,0,30,INFP,33,중립. 경우에 따라 다를 겁니다. 이유는 단순히 배경이 다르다고 쉽게 공감할 만한 포인트가 없다고 할 수는 없기 때문입니다. 예를 들어 지구 반대편에서 온 먼 케냐의 외국인을 만났을 때 물론 크게 보면 사는 방식이나 언어문화의 차이는 뚜렷하지만 함께 생활하다 보니 서로 입에 맞는 음식이 있을 수 있고 혹은 서로 똑같이 재미를 느끼는 놀 거리가 생길 수 있습니다. 마음속에 품고 있는 사소한 철학적인 면도 같을 수 있으니 아예 공감대가 다른 경우는 없을 겁니다. 나라와 인종은 달라도 결국 본질은 같은 사람이기 때문에 어디까지 공감을 할 수 있나의 영역을 크게 잡는다면 쉽게 공감할 만한 점은 얼마든지 있다고 생각합니다.
13990,388,1,40,ISTJ,11,그렇다. 오프라인에서 새로운 사람들을 만나는 자리나 온라인에서도 늘 새로운 사람들과 만나서 얘기하는 것을 좋아하기 때문에 전혀 어렵게 느껴지지 않습니다. 관심 있는 사람이 있다면 먼저 다가가서 인사를 하고 그 사람의 관심사에 대해 이야기를 나누는 편입니다.
16682,446,1,30,ESTP,3,중립/모르겠다. 저는 잘 모르겠습니다. 이유는 의외로 뜬금없는 상황에서 우는 사람들도 많이 봤고 이성적인 부분과 결합돼서 정말 감동적이거나 울어야 되는 근거가 있을 때 공감하고 같이 위로하며 울어주기 때문입니다. 아무 상황이나 우는 거는 저는 때 쓰는 거라고 생각됩니다.
6864,144,1,40,ISTJ,1,아니다. 저는 새로운 친구를 만드는 것에 크게 노력하지 않습니다. 굳이 새로운 사람을 알아가는데 신경을 쓰는 것보다 현재 내 주변에 있는 친구를 챙기는 게 더 행복하기 때문입니다.
5225,109,1,30,ESTJ,42,그렇다. 며칠 전 지인들과 여행에서 결혼을 주제로 얘기를 하게 되었는데 그때 4시간 정도를 얘기를 하면서 대화를 했다.
6424,134,1,20,ENTJ,41,그렇다. 전화 통화를 거는 일은 가능한 피하고 싶은 것은 어느 정도 있습니다. 상대의 예상하지 못한 반응에 실시간으로 반응해 주는 것이 쉽지 않다고 생각하기 때문입니다. 그리고 통화 중 찾아오는 정적 상황이 어색하게 느껴지기 때문입니다.
17238,456,1,30,ESTJ,19,그렇다. 저는 요즘 관심사가 운동입니다. 하지만 중국어도 배우고 싶고 요리도 배우고 싶어서 여러 가지를 알아보며 갈팡질팡 갈피를 못 잡고 있는 경험이 있습니다.
6689,140,1,40,ISFP,18,아니다. 우선은 저의 성공이 기본으로 되어 있고 타인을 돕는 것을 매우 좋아합니다. 제가 삶에 지쳐있고 남보다 못한 상황에서 타인을 돕고 타인의 성공을 바라지는 않습니다.
1114,24,0,40,ENFP,11,아니다. 저는 상대한테 관심이 있더라도 다가가서 대화를 시작하기 어려워합니다. 이유는 대부분 관심 있는 사람한테 가서 대화하기보다 주변에 3자한테 얘기하고 3자랑 지인이랑 같이 동행하여 옆 사람한테 먼저 대화를 시작하고 나중에 제가 얘기에 동참하는 형 태었습니다.
12937,355,1,40,ISTP,38,"그렇다. 대화를 하다 보면 이해가 되지 않을 때가 종종 있습니다. 슬픈 경험을 얘기해 주는데 이해가 안 갈 때가 있습니다.

"
7978,167,0,30,ISTP,11,아니다. 저는 특별한 계기나 기회가 없으면 낯선 사람 자체에게 말 걸기가 쉽지 않습니다. 그런 경우 어색하게 인사 정도만 했던 경험이 있습니다.
17577,461,0,40,INFP,58,아니다. 저는 아니라고 생각합니다. 내게 필요한 일이라면 기회는 절대 포기하지 않을 것입니다. 경험을 통해서 양보해 줘도 고마워할 줄 모르는 사람이 많다는 걸 알게 되었기 때문입니다.
6068,127,1,20,ENFJ,21,아니다. 지도자 역할도 경험해야 나중에 어떤 일을 할 때 해봤던 경험을 바탕으로 유연하게 행동할 수 있기에 지도자 역할을 맡는 것도 좋다고 생각합니다.
13535,378,0,40,ENFJ,36,"중립/모르겠다. 저는 두 가지 모두 병행합니다. 이유는 평소에도 친구나 동료와 즐거운 시간을 가졌을 테니,  혼자 복잡한 머릿속을 정리하며 취미생활을 할 수도 있고, 평소에 사람들을 만나지 못했다면 주말에 만나서 즐거운 시간을 보낼 것이기 때문입니다."
15079,416,0,40,ISFP,20,아니다. 저는 회사에서 프로젝트가 거절당할까 봐 걱정하지 않습니다. 이유는 거절당한 프로젝트도 다시 보완해서 제안했을 때 수용되었기 때문입니다.
7886,165,1,40,ESFP,15,아니다. 걱정하는 편입니다. 감정적인 것을 남의 시선이 신경 쓰여 많이 누르는 편입니다.
13276,367,1,30,ENTP,17,그렇다. 저는 책과 영화에서 결말이 정해져있고 제가 추리하거나 예상해나가는 것을 더 좋아합니다. 여러 방식으로 해석되는 것을 좋아합니다.
6148,129,1,40,ISFJ,5,중립. 압박감이 심한 환경에서 평정심을 유지하기 위해 노력하는 편입니다. 처음에는 압박에 의해 두렵고 불안한 마음이 들지만 시간이 지나면서 마음을 다시 잡고 끝까지 해내려고 노력했습니다.
8048,168,0,30,ENTJ,33,아니다. 나와 배경이 다른 사람에 대한 공감은 어렵지만 공감하려고 노력하는 편이다.
487,11,1,20,ENFJ,8,그렇다. 이성적인 판단보다는 감정에 이끌리는 판단이 많은 편이에요. 그래서 감정에 앞서서 일을 해결하는 일이 더 빈번해요.
12060,327,0,40,INTP,1,아니다. 저는 새로운 친구 만들기가 좀 어려운 거 같아요. 기존 친구들과 더 많은 시간을 보내는 것이 더 좋습니다.
15111,416,0,40,ISFP,52,그렇다. 저는 심도 있는 질문은 깊이 생각하고 싶지 않습니다. 이유는 생각에 심취되면 다양한 일을 하는데 방해되기 때문입니다.
10660,223,1,30,INTP,5,"그렇다. 압박감이 심해도 당황해도 해결되는 것이 없고, 문제를 해결해야 하는 상황이 1순위라고 생각하기 때문에 평정심을 유지하는 편입니다."
1981,42,1,40,ISFJ,14,중립. 저는 항상 계획적으로 살고 큰 틀을 벗어나지 않지만 가끔씩 여행이라든지 그냥 하루 정도 즉흥적으로 굴고 싶을 때가 있다. 그렇지만 즉흥적인 것도 오늘은 즉흥적이어야지 하고 마음을 먹고 즉흥적으로 굽니다.
16640,445,0,20,ESTJ,21,그렇다. 저는 어느 단체의 리더를 맡기에는 자질이 부족하다고 생각하므로 지도자 역할을 웬만하면 맡지 않으려고 합니다.
16150,437,1,20,ESFP,11,"그렇다. 저는 제가 관심이 있는 사람에게 다가가서 대화를 시작하는 것이 어렵지 않습니다. 왜냐하면, 저는 사람들과 이야기하는 것을 좋아하고 사람들을 더 깊게 사귀고 알아가는 것을 좋아하기 때문입니다. 그래서 대부분 대화를 시작하는 것이 어렵지 않았습니다. 제가 여자친구를 사귀기 전에, 제가 여자친구와 친하게 지내고 사귈 수 있었던 것도 제가 먼저 대화를 시작했기 때문인데, 여자친구의 관심사가 무엇인지 어떤 사람인지 알아가기 위해 많은 질문과 대화를 하였습니다. 저는 관심 있는 사람을 알아가고 이야기하고 싶어 하므로 관심이 가는 사람에게 다가가서 대화를 시작하는 것은 저에게 어렵지 않고 즐거운 일입니다."
8001,167,0,30,ISTP,34,그렇다. 저는 최선의 선택을 하고 싶어 하는 완벽주의 성향 때문에 결정을 최대한 미루는 편입니다.
12161,330,0,30,ENFP,42,아니다. 다른 의견을 이해하려고 노력하긴 하지만 이해가 안 되면 그냥 포기한다. 나는 술을 한 방울이라도 마시면 운전하면 안 된다고 생각하는데 한 잔 정도는 괜찮다고 주장을 하면 동의하지 않는다.
2760,58,0,40,ESTJ,25,아니다. 다른 사람의 논쟁을 바라보는 일이 즐겁지 않아요. 오히려 한심하다고 생각이 돼요. 비생산적이고 소모적인 일이라고 생각해요.
16781,447,1,30,ENTJ,42,그렇다. 본인과 의견이 첨예하게 갈리는 친구와도 잘 지내기 위해 상대를 이해를 하려고 그 친구와 비슷한 성향의 친구들에게 의견을 구한 적이 있습니다.
970,21,1,30,INFP,11,"아니다. 업무나 공통의 주제가 있으면 그나마 낫지만, 상대가 어떤 주제에 관심이 있는지도 모르면서 접근하는 일은 저한테 거의 고문처럼 느껴집니다."
17497,460,1,30,ESFP,38,아니다. 다른 사람의 감정을 이해하기 힘들다고 생각한 적은 별로 없다. 그 사람의 기분이나 감정을 최대한 살피려고 노력한다.
12193,332,0,30,ESFJ,14,그렇다. 저는 하루 일정을 계획하고 즉흥적으로 하고 싶은 일을 먼저 하는 것을 좋아합니다. 그 이유는 하고 싶다는 욕망이 들면 바로 행동으로 옮기기 때문입니다.
2279,48,1,30,ISTP,24,중립. 저는 보통 집안일을 먼저 끝내지 않고 휴식하는데 집안일을 신경 안 쓰지만 너무 지저분할 때는 먼저 할 때도 있습니다.
8354,175,0,40,ENFP,3,중립. 다른 사람이 울고 있는 모습을 본다고 하여 울고 싶지는 않아요. 상황에 맞을 때 울고 싶어지겠지요. 예를 들어 친한 사람이 힘들어할 때겠지요.
11686,288,0,30,ESFJ,47,그렇다. 저는 그렇습니다. 제 스스로 기분파라고 생각이 들고 주변에서도 그렇게 이야기합니다.
476,10,1,20,ESTJ,45,그렇다. 1년 전 발표 수업에서 발표를 하며 한 실수를 아직도 기억한다. 다시는 같은 실수를 하지 않기 위해 노력한다.
11883,309,0,40,INFJ,4,그렇다. 저는 모든 일에 계획을 세우고 하는 편입니다. 닥쳐서 우왕좌왕하는 것을 싫어하기 때문입니다.
12156,330,0,30,ENFP,37,그렇다. 미술작품 감상하는 것을 좋아한다. 최근에도 국립중앙박물관 전시회 보러 가서 긴 줄을 서더라도 입장권을 사기도 했다.
16533,443,1,20,ISTJ,34,그렇다. 제 안 좋은 습관이기도 하지만 항상 결정을 늦게까지 미루다 마지막에 내리는 편입니다.
12041,325,0,30,ISTJ,42,아니다. 빠른 시간 내에 결정을 합니다. 이해를 하거나 완전히 이해를 안 하는 방향으로요. 많은 시간을 할애해야 한다면 큰 확률로 결과가 좋지 않을 것입니다.
13261,367,1,30,ENTP,2,"그렇다. 저는 자유 시간 중 상당 부분을 다양한 관심사를 탐구하는 데 할애합니다. 저는 요즘 농구, 축구, 헬스 등 활동적인 관심사를 가지고 있습니다."
7734,162,1,30,ENFJ,7,그렇다. 저는 일의 마무리가 확실히 되어야 다음 프로젝트를 진행하는 편입니다. 비슷한 시기의 공연을 한꺼번에 맡아 시행하였는데 날짜가 빠른 공연부터 일을 정확히 빠르게 마무리 한 후에 나머지 공연도 처리하였습니다. 이유는 여러 가지 일을 한꺼번에 하는 것보다는 하나의 일을 꼼꼼하게 하고 완벽하게 하고 싶어서입니다.
7304,153,0,30,INFP,9,중립. 저는 좀 애매한 편입니다. 이유는 항상 만일의 불안에 대비하여 큰 그림을 짜두고 안전하게 빠져나갈 대비책을 세워두기는 하지만 그건 일종의 비상탈출구 같은 개념이지 시간에 딱 맞추는 세세한 일정이나 목록과는 좀 다르다고 생각하기 때문입니다. 물론 무언가를 기록하는데 아날로그 다이어리나 스마트폰 컴퓨터 등의 전자적 도구는 늘 제 책상에 펼쳐져 있고 외출 시 주머니나 가방에 반드시 챙겨 다닐 만큼 필수 아이템은 맞습니다. 하지만 그렇다고 제가 일정과 목록으로 계획을 세우는 일을 좋아하지는 않습니다. 꼭 필요한 사항만 필기하는 용도지 일일이 시간에 맞춰서 목록을 기록하고 행동하는 것은 굉장히 번거롭고 귀찮다고 생각하기 때문에 어느 쪽이냐 말한다면 싫어하는 편입니다.
2221,47,1,20,INTJ,14,중립. 그날의 기분과 상황에 따라 다릅니다. 여가 시간 중 관심사에 시간을 할애할 때도 그날의 날씨나 기분에 따라 정하는 편입니다.
15105,416,0,40,ISFP,46,아니다. 저는 간혹 인간의 존재에 대해서 의심합니다. 이유는 지구상에는 지구와 동일한 행성과 사람과 같은 형태의 진화된 인간이 살고 있다고 상상하기 때문입니다.
11903,309,0,40,INFJ,24,그렇다. 저는 일을 남겨 놓고 쉬는 게 찝찝하다고 생각합니다. 어차피 해야 할 일을 마쳐야 마음이 편할 것 같습니다.
5174,108,1,30,INTJ,39,그렇다. 무언가 할 일이 있고 그 일을 완성했을 때 성취감을 좋아한다. 돈 버는 것과 필요한 존재가 되는 것을 행복해하는 편이다.
10272,215,0,30,INFP,1,아니다. 새로운 사람을 사귀는 일은 굉장히 어렵고 피곤하다고 생각하기 때문에 주기적으로 만들지는 못합니다.
9624,201,1,30,ENTJ,25,아니다. 다른 사람의 논쟁을 바라보는 일이 즐겁지 않습니다. 이유는 시끄럽고 피곤한 걸 싫어하기 때문입니다.
6724,141,1,20,ESTP,5,그렇다. 네. 해야 할 것에 집중만 잘하면 괜찮다 생각해서 평정심을 잘 유지하는 편이에요.
10091,211,0,40,INFJ,12,아니다. 예술 작품 그중에서도 조각품과 유화 등에 관심이 많다. 그 예술 작품들의 배경이 되는 역사나 작가에 관한 이야기와 토론을 좋아한다. 관련 영상을 종종 찾아보고 학교에 다닐 때는 지인들과 이에 관해 토론해 보기도 했다.
2020,43,1,30,ISTP,5,그렇다. 저는 평정심을 유지하는 편이에요. 최근에 해외에서 바이어가 와서 제가 응대할 일이 있었는데 무난하게 일을 마무리했어요.
11419,238,0,20,ISTJ,44,그렇다. 저는 계획에 차질이 생기면 최대한 빨리 계획으로 돌아가기 위해 노력합니다. 이유는 할머니께서 돌아가실 때 3일간 장례를 치르고 학원에서 내준 과제가 밀려 제출해야 하는 상황이어서 다른 사람들을 따라잡기 위해 바로바로 하는 편입니다.
5361,112,1,40,ENFJ,34,"그렇다. 저는 생각을 구체적으로 오래 하는 편이라 결정을 내리기 전까지 갖가지 상황들을 상상하고, 상상하는 모든 상황들을 만족시킬 수 있는 가장 적당한 결정을 찾으려고 하는 편이라서 결정을 내리기까지 오랜 시간이 걸리는 편입니다. 그래서 결정을 내려야만 하는 거의 마지막까지 생각하고 또 생각하는 것 같습니다."
12298,333,1,30,INFJ,59,아니다. 저는 주어진 마감은 어떻게든 완료합니다. 일적인 영역에서 해야만 하는 일에 있어 마감을 어긴 적은 거의 없습니다.
2439,51,0,40,ISTP,40,아니다. 저는 갑자기 불안함을 느낄 때가 있곤 합니다 타고난 성향은 아니지만 미래를 생각하면 가끔 그렇습니다. 이유는 나이가 들어가면서 심해집니다.
12421,337,0,20,INTP,2,그렇다. 요즘은 플라모델 조립에 관심을 가지고 있어 여러 가지 모형들을 알아보고 있습니다.
6848,143,1,30,ESFJ,33,그렇다. 저는 공감 능력이 뛰어납니다. 이유는 사람들의 이야기에 귀를 기울이며 나와 다른 삶을 듣는다 하여도 쉽게 공감을 할 수 있기 때문입니다.
13045,360,1,30,ISFP,26,그렇다. 자신을 객관적으로 보았을 때 사람에 시선에 거부감을 많이 가지고 있다고 판단된다.
5332,112,1,40,ENFJ,5,"중립. 저는 압박감이 심한 환경에서 긴장은 하지만 보통 평정심을 유지하려고 노력하는 편이고, 평정심을 찾게 되면 오히려 그 상황을 헤쳐나가는 것을 즐기는 것 같습니다. 최근에는 마감일에 맞춰서 정해진 수량을 작업해서 제출해야 하는 상황이 있었는데, 처음에 시작하고 적응하기까지 마음이 많이 흔들렸지만 결국 기한 안에 제출을 끝낸 경험이 있습니다."
14739,409,1,40,INFJ,40,그렇다. 불안함을 느끼는 일이 거의 없습니다. 어릴 때 키워주신 조부모님의 긍정적인 말과 행동에 영향을 많이 받아서 그런 것 같습니다.
8869,185,1,20,ESTP,38,"중립. 저는 다른 사람의 감정을 이해하는 것이 상황에 따라 다릅니다. 이유는 제가 겪어보거나 공감할 수 있으면 누구보다 쉽게 그 감정에 이해할 수 있는데, 제가 겪어보지 않은 일이면 쉽게 이해하기 어렵습니다."
12117,327,0,40,INTP,58,중립/모르겠다. 상황에 따라 다르게 결정할 거 같아서 모르겠습니다. 다른 사람의 상황을 아는 상태라면 고민해 볼 거 같습니다.
8733,182,1,30,ENTP,46,"아니다. 저는 인간은 무엇 때문에, 왜 사는지 생각할 때가 많습니다. 그것이 제가 살아가면서 불안해하는 이유 중 하나를 차지하고 있기 때문입니다."
10560,221,0,40,ISFJ,1,아니다. 저는 주기적으로 새로운 친구를 만들지 않습니다. 이유는 이전에 사귀었던 친구들도 결혼하고 가정을 꾸리면서 점점 만나기 힘들어지는데 새로운 친구를 만날 시간과 정신적인 여유가 없기 때문입니다.
17733,464,1,30,ISFJ,34,아니다. 저는 결정을 내려야 한다면 미루지 않고 즉시 결정하는 편입니다. 올바른 결정을 내리는 데는 오랜 시간이 걸리지 않는다고 생각합니다. 생각이 많아질수록 실수할 확률이 높아질 거라 생각합니다.
6649,139,0,40,ISFJ,26,그렇다. 저는 다른 사람의 주의를 끌지 않으려고 합니다. 어떠한 것으로부터 주목받는 것을 싫어하기 때문입니다.
13438,375,0,40,ESTP,59,아니다. 마감을 잘 지킵니다. 미리 해놓아서 시간이 남을 수는 있어도 마감을 못 지키는 일은 없습니다.
10506,219,1,40,INFP,43,아니다. 저는 친구에게 먼저 만나자고 연락하지 않는 편입니다. 주로 친구들이 먼저 저에게 연락이 올 때까지 기다리는 편입니다.
4046,85,0,30,ISTP,15,그렇다. 타인이 저를 어떻게 생각하는지 신경을 많이 쓰는 편입니다. 생활을 하다 보면 어느 누군가에게 실수를 범하게 되는 경우가 있는데 그렇게 되면 실수를 범한 대상자 뿐만 아니라 그 주변 사람들이 저를 어떻게 생각할지 상당히 신경을 쓰는 편입니다.
16091,436,0,20,ISFP,12,아니다. 저는 아닙니다. 이유는 사람마다 각자 생각하는 것이 다르기 때문에 한 작품을 가지고 다양한 해석이 나오는 것은 당연하다 생각하고 그러한 얘기 듣는 걸 좋아합니다.
17543,461,0,40,INFP,24,그렇다. 저는 그렇다고 생각합니다. 저녁을 다 먹고 쉴 때도 설거지가 안 되어 있으면 뭔가 찝찝하기 때문입니다.
14596,406,0,20,ISFJ,17,아니다. 저는 결말을 해석할 수 있는 책과 영화를 별로 좋아하지 않습니다. 해석보다 명확하게 정해진 결말을 가진 책과 영화를 좋아합니다.
14590,406,0,20,ISFJ,11,"그렇다. 제가 특정 사람에게 관심을 갖는 이유는 명확하고, 질문할 것도 정확하기 때문에 어렵지 않게 대화를 이끌어낼 수 있습니다."
9321,195,1,20,ENFJ,10,"그렇다. 완벽주의 성향과 자책하는 성향이 있어요. 그래서 10번을 잘 하다가 1번 사소하게 실수를 하게 되면 ""내가 왜 이걸 못 봤을까.. 정신이 없다.""라며 제 능력을 의심하게 되어요."
4315,90,1,40,INFJ,44,"그렇다. 지난 주말에 남편과 강릉 여행을 가기로 했어요. 그런데 전날에 싸워서 안 가겠다고 했어요. 그날 오전에 두 시간 동안 대화하면서 풀고, 오전이 지나기 전에 출발했어요."
11121,232,1,30,ESTJ,34,아니다. 저는 결정을 내리는 일을 마지막까지 미루지 않습니다. 모든 결정은 최대한 빨리 내린다. 그렇지 않으면 계속 그 일을 생각하느라 다른 걸 할 수가 없다.
1147,24,0,40,ENFP,44,그렇다. 저는 계획에 차질이 생기면 최대한 빨리 계획으로 돌아가기 위해 엄청 노력합니다. 이유는 직장에서 매일 같은 시간 내에 마쳐야 할 일들이 점차 늦어지는 것이 보였습니다. 새로운 인원들을 잘못 배치한 거였습니다. 이때 빨리 상황 파악하고 계획대로 인원 배치를 다시 하고 나니 지정된 시간 내에 일을 끝낼 수가 있었습니다.
