,User_ID,Gender,Age,MBTI,Q_number,Answer
15519,425,0,30,ESFP,40,"아니다. 언뜻 불안감을 느낄 때가 당연히 있다. 계획한 일을 망치는 상상을 하거나, 상황이 안 좋게 흘러가는 경우를 생각할 때 그렇다. 그러나 불안감에 매몰되지는 않는다."
1884,40,1,30,ISTP,13,중립. 상황에 따라 다른 듯합니다. 이성을 따르려고 노력하지만 가끔 감정이 먼저 앞서기도 합니다. 주변의 평가에 대해서는 크게 좌우되지 않는 편입니다.
7163,150,0,30,INTP,12,그렇다. 저는 예술 작품의 다양한 해석에 대해 토론하는 일에 관심이 많습니다. 이유는 무언가를 하나로 통일시키는 것이 아닌 다양한 시선으로 다른 점들을 알아가는 재미가 있기 때문입니다.
9460,198,1,40,ISFP,5,중립. 저는 심적으로 더 힘든 상황에서는 평정심을 유지하기 힘들지만 일적이나 내 잘못이 아닌 일에 대해서는 침착한 편입니다. 교통사고 경우 사고를 당했을 때도 몸은 많이 아팠지만 침착하게 대응했습니다.
5086,106,1,30,ENTJ,47,아니다. 저는 감정을 잘 조절하는 한다고 생각합니다. 그 이유는 감정이 올라올 때 주의를 환기 시키고 이성적으로 판단하려고 한다. 주변인들 평가는 가끔씩 정도 없는 것 같다는 말을 듣는다.
13758,383,0,40,ESFJ,19,아니다. 저는 한 가지 일에 몰두하는 경향이 있습니다. 관심사가 분산되는 것을 별로 좋아하지 않습니다.
16849,448,1,30,ISFP,50,"아니다. 상대방이 저를 높게 평가하는 것도, 나중에 실망하는 것도 모두 상대방의 생각과 느낌이기 때문에 그것을 크게 걱정하지는 않습니다. 언젠가 실망을 했다가도 결국에는 저의 진가를 알고 다시 높게 평가할 것이라고 생각하기 때문입니다. 그리고 타인의 잣대가 저를 만들지는 않기 때문에 크게 걱정하지 않습니다."
14033,388,1,40,ISTJ,54,그렇다. 눈치는 빠르다고 생각하는 편이라서 상대방의 감정을 빨리 알아차리는 편입니다. 친구들도 이에 동의합니다.
7017,147,1,40,INTJ,10,아니다. 작은 실수는 많이 하는 편이다. 가볍게 넘기는 것이 스트레스를 안 받는 것이다 생각한다.
13391,375,0,40,ESTP,12,아니다. 서로 다른 직업이나 다른 성향의 사람들이 모여서 하나의 작품을 가지고 여러 시선으로 토론하는 일처럼 재밌는 게 없습니다.
12646,342,0,30,INFP,47,그렇다. 저는 이성적이기보다는 감정적인 성격입니다. 때때로 흥분하기도 하고 상대의 감정에 휩쓸려 슬퍼하기도 합니다. 주변에서도 저를 공감을 잘해주는 사람으로 생각하는 편입니다.
16586,444,1,20,ENTJ,27,아니다. 저는 감정이 매우 빠르게 변하지는 않습니다. 예를 들어 재미있는 소설을 읽다가 갑자기 슬픈 장면이 나왔다고 슬픔을 느끼기보다는 몰입하여 다음 장면을 기대하는 편이기 때문입니다.
4945,104,1,40,ESTJ,2,"그렇다. 부동산이 규제에 걸려서 아무것도 못하고 있어서 다른 루트를 알아보고 있으며, 데이터 라벨로의 폭주로 인해 차세대 부업거리를 찾고 있습니다."
12241,333,1,30,INFJ,2,그렇다. 저는 다양한 이슈를 좋아해서 SNS나 유튜브 등을 자주 보는 편입니다. 요즘은 아이돌 그룹에 관심이 생겨서 유튜브에서 뮤직비디오를 많이 찾아보고 있습니다.
6047,126,1,40,ESFP,48,아니다. 저는 굳이 상대방의 잘못을 지적하지도 않고 체면을 살려주기 위해 노력도 하지 않아요. 상대방이 잘못한 일에 대해서는 본인이 책임을 져야 한다고 생각하고 그 상황에 대해 제가 체면을 살려주기 위해 노력하고 싶진 않아요.
17293,457,0,40,INFP,14,중립/모르겠다. 하루 일정을 모두 계획해 놓고 사이사이에 즉흥적으로 하고 싶은 일이 있으면 그 일을 한 후에 다시 계획한 것을 채웁니다. 즉흥적으로 하고 싶은 일을 어떻게든 시간을 쪼개 하는 편입니다.
9231,193,0,40,INTJ,16,중립. 즐기지는 않지만 초대하면 거절하지 않고 참가하는 편입니다. 최근에는 코로나의 영향으로 동창 모임 같은 행사도 오래가지 못했습니다.
5586,117,1,30,ENFJ,19,"중립. 요즘에는 취미로 삼을 수 있는 것들이 많이 쏟아져 나와서 관심이 가는 것은 많아요! 하지만, 차곡차곡 계획을 세우죠. 보석 십자수를 먼저 해보고 그다음은 퀼트를... 이런 식으로요."
6920,145,1,30,ENTP,9,아니다. 계획을 세우는 데에 엄청나게 스트레스를 받습니다. 세워진 계획을 지키는 것도 스트레스지만 여러 가지를 따져서 계획을 세우는 시간이 곤욕입니다.
5591,117,1,30,ENFJ,24,그렇다. 집안일을 다 끝내고 샤워도 한 다음 개운한 자체로 느긋하게 쉬다가 자고 싶어요. 치우지 않으면 계속 해결하지 않은 일이 있는 것 같잖아요.
7228,151,0,30,ENTP,29,그렇다. 저는 해야 할 일을 마지막까지 미룰 때가 많습니다. 최근에도 마감 기한이 있는 경우 마지막쯤에 합니다.
1228,26,1,20,INFP,29,"그렇다. 치과 진료 예약을 해야 하는데, 너무 귀찮아서 아직도 예약을 안 하고 있어요."
16489,442,1,40,INTJ,50,그렇다. 저는 걱정이 됩니다. 나를 높게 평가해 준 사람에게 계속 높은 평가를 유지하고 싶은 마음은 인간이라면 누구나 가지고 있는 심리라고 생각합니다.
6847,143,1,30,ESFJ,32,그렇다. 저는 경험을 위주로 토론하는 일에 관심이 있습니다. 이론은 너무 고리타분하고 저에게 흥미롭지 않은 주제이기 때문입니다.
16063,435,1,20,ESFJ,44,아니다. 아니오 계획 돌아가는 건 노력하지 않습니다. 요즘 상황이 직업재활원 선생님들은 해결해 주시지만 조용히 있어야 하다 보니 전혀 노력하지 않다고 생각됩니다.
13338,372,0,40,INFJ,19,아니다. 지금 하고 있는 일에 몰두하는 편이라 다양한 것에 관심을 두지 않습니다
15188,420,1,40,ISFP,9,그렇다. 캘린더 앱이나 메모장에 쓰는 것은 좋아하지만 막상 쓴 것을 보거나 지키는 경우는 거의 없다.
14749,409,1,40,INFJ,50,중립/모르겠다. 중립이라고 생각합니다. 팀원이나 또래에게는 걱정하지 않지만 어른이나 상급자에게는 실망하게 될까 걱정하곤 합니다.
8247,172,0,40,ISTP,40,그렇다. 성격이 급한 편이 아니라 평소에 불안함을 느낄 때는 거의 없는 편이다.
16521,443,1,20,ISTJ,22,그렇다. 미술 공부도 조금 해봤지만 예술 쪽은 선천적인 재능이 많이 필요하다고 느꼈습니다.
6556,137,0,40,INTJ,29,아니다. 저는 지금 해야 할 일을 미루는 편이 아니에요. 해야 할 일을 미루면 쉬어도 쉬는 것 같지 않아서 최근에도 해야 할 일은 될 수 있으면 그때그때 처리하는 편이에요.
15543,426,1,20,ESTP,4,그렇다. 저는 일을 진행하면서 항상 플랜 B를 생각하는 편입니다. 업무 특성상 여러 변수가 발생할 수 있지만 시간 내에 완료해야 하는 경우가 많아 100% 확신이 서지 않는 이상 다양한 대비책을 생각하는 것이 습관처럼 되었습니다.
15379,423,1,40,ISFJ,20,"그렇다. 걱정이 좀 많은 편이기도 하고, 요 근래 데이터 라벨링 프로젝트 관련해서 여러 군데 계속 지원하지만, 자꾸 탈락하는 바람에 더 걱정이 늘어난 것 같네요."
12149,330,0,30,ENFP,30,아니다. 귀신 이야기는 흥미로워 하지만 딱히 사후세계에 대한 깊은 생각은 하지 않는다. 죽음은 기나긴 잠을 잔다고 생각하기 때문이다.
159,4,1,40,INFJ,16,"중립. 즐기지만 걱정은 합니다. 예를 들어, 단체 관광은 좋아합니다. 저는 준법성과 남에 대한 예의를 중요시하기 때문에 단체에서 정한 규율과 약속은 철저히 지킵니다. 다만 그것을 지키지 않는 것에 대해 굉장한 두려움이 있기도 합니다."
8854,185,1,20,ESTP,23,그렇다. 저는 사람들이 감정보다는 이성을 중시했으면 더 나은 세상이 되었으리라고 생각합니다. 이유는 사람들은 감정에 의해 저질러선 안 될 행동을 많이 하기 때문에 모두가 이성적인 판단을 내린다면 세상이 덜 어지럽지 않았을까 하는 생각을 합니다.
9783,204,1,30,ESFP,40,그렇다. 불안한 감정을 거의 느끼지 않고 사는 것 같다. 원래 어릴 때부터 그런 것 같기 때문에 타고난 성향이라고 생각된다.
1589,34,1,40,ESFP,6,아니다. 저는 파티나 행사에서 새로운 사람에게 먼저 자신을 소개하는 것을 어렵게 생각하지 않습니다. 내가 모르던 사람들과 대화하면서 그들의 생활 방식과 생각을 듣는 것을 좋아합니다.
5576,117,1,30,ENFJ,9,그렇다. 정말 좋아합니다! 손으로 쓰는 다이어리보다 전자 캘린더를 자주 사용하는 편인데 매일 무슨 중요한 일이 있는지 적어두면 도움이 돼요.
18257,473,1,20,ENFP,18,아니다. 저는 아닙니다. 남의 성공을 열심히 도와도 다들 자신들의 공인 줄로만 아니까요.
15375,423,1,40,ISFJ,16,"그렇다. 오프라인 단체 활동보다는 온라인 단체 활동을 즐기는 편이며, 요즘은 데이터 라벨링 커뮤니티  2군데에서 활발히 활동 중입니다."
7243,151,0,30,ENTP,44,아니다. 여행 계획에 차질이 생기면 즉흥적으로 계획을 수정하지 계획으로 돌아가지는 않습니다.
5566,116,1,30,ENFP,47,그렇다. 감정 조절이 힘들 때가 있는 편이에요. 특히 동물을 학대하는 사람을 보면 분노를 조절하기 힘들어서 주변에서도 진정하라고 말리는 편이에요.
6688,140,1,40,ISFP,17,그렇다. 보통은 결말이 포함된 영화나 소설을 좋아합니다. 왜냐하면 끝이 명확하지 않으면 결말을 알 수 없어 여러 가지 상상을 하게 되어 더 답답한 갈증을 느끼게 되는 경우가 많았기 때문입니다.마녀 2에서 김다미가 나오지 않아 궁금증이 폭발함.
7192,150,0,30,INTP,41,그렇다. 저는 전화 통화를 거는 일을 가능한 피하고 싶습니다. 이유는 전화 통화 자체를 하는 것이 불편하기 때문입니다. 상대방과 이야기하는 것도 불편한데 얼굴조차 안 보고 이야기하는 건 더 불편하기 때문입니다.
16197,437,1,20,ESFP,58,"그렇다. 저는 저 자신보다 다른 사람에게 더 필요한 기회라고 생각되면 기회를 포기할 수도 있습니다. 왜냐하면, 저보다 그 사람이 더 필요한 기회라면 양보해 주고 싶고 그 사람이 잘 되면 좋겠다고 생각하기 때문입니다."
10580,221,0,40,ISFJ,21,그렇다. 저는 어떤 단체에서 리더가 되는 것이 싫습니다. 이유는 리더십도 뛰어나지 않고 주목받는 것에 관심이 없기 때문입니다.
14372,398,1,30,ISFJ,33,아니다. 서로서로 이해하지 못하는 게 당연하니 서로 양보하고 많은 얘기를 하면서 맞춰가야 합니다. 결국 결혼과 같습니다
15067,416,0,40,ISFP,8,그렇다. 저는 아기공룡 둘리를 시청할 때도 슬픈 부분에서는 눈물을 많이 흘리고 기쁠 때는 많이 웃습니다. 이유는 감정을 표현해야 스트레스가 없습니다.
17682,463,1,20,ESFJ,43,"중립/모르겠다. 자주 연락은 하지 않지만, 무언가 관심 분야에 대해 이야깃거리가 있다면 연락하는 편입니다. 특별한 일이 없는 데 무의미한 대화를 선호하지 않기 때문입니다."
7482,156,0,40,INFP,43,아니다. 친구에게 먼저 만나자고 연락하지 않는 편입니다. 드물게 연락할 때도 있지만 제가 주로 연락을 받는 쪽입니다.
12054,325,0,30,ISTJ,55,아니다. 압도를 당할만한 상황이 적습니다. 압도 당하는 상황이 발생한다면 처음에는 스트레스를 받겠지만 해결하려고 노력합니다.
13369,372,0,40,INFJ,50,그렇다. 저는 다른 사람에게 피해를 주는 것도 내가 피해를 받는 것도 싫어하는 성격이라서 다른 사람에게 나쁘게 평가되는 것을 싫어합니다
7573,158,0,30,ESTJ,38,아니다. 저는 사람의 다양성에 대해서 인정하고 있습니다. 따라서 모든 사람의 생각이 동일할 수 없다는 점을 염두에 두고 각자의 시선에서 이해해 보려고 많은 노력을 합니다.
1556,33,0,40,ISFP,21,그렇다. 지도자 또는 리더 역할은 될 수 있으면 피하고 싶습니다. 예전에 중학교 때 운동부 활동을 했었습니다. 그때 주장 역할을 하였는데 많은 피로감과 부담감이 있어서 그 이후로 리더 역할은 피하고 있습니다.
2828,59,1,40,INFJ,45,그렇다. 오래전의 실수를 후회할 때가 많은 편이다. 엄마의 나이가 되고 아이들을 키우다 보니 옛날에 엄마가 하던 잔소리를 흘려듣던 내가 그대로 하고 있으면서.. 왜 내가 그때는 조금 더 하지 못했을까 더 열심히 공부하지 않았을까 후회한다.
436,10,1,20,ESTJ,5,"그렇다. 압박감이 심한 환경에서 극도의 불안감만을 느낀다면 될 일도 안되기 때문이다. 평정심을 유지해서 최대한 객관적이고 합리적인 판단을 하려고 한다. 최근에는 논문 주제 선정에 대해 압박감이 심했는데, 불안해하지 않고 차근히 주제를 잡아나갔다."
5790,121,0,30,INTJ,31,중립. 서로 편하게 느끼는 사람들과는 시간을 많이 보내고 싶습니다. 요즘도 마찬가지입니다.
15598,426,1,20,ESTP,59,"아니다. 저는 마감기한이 있는 일은 그보다 이전에 마무리하려고 합니다. 마감이 임박에서 처리하면 실수가 나오기도 하고, 혹시 늦어질 경우 저 때문에 다른 사람이 피해를 보는 경우가 생기기 때문입니다."
15254,421,0,30,ESFP,15,그렇다. 저는 걱정하지 않아요. 이유는 사람들의 시선을 의식하면 나 자신이 위축되고 하고자 하는 일들을 잘 할 수가 없어지기 때문입니다.
18411,475,1,30,ENFP,52,아니다. 저는 철학적인 질문에 대해 깊게 생각하는 일을 시간 낭비라고 생각하지 않습니다. 철학적인 질문들은 자아 성찰에 도움이 된다고 생각하기 때문입니다.  또한 자아 성찰은 자신을 단단하게 잡아주는 역할을 한다고 생각합니다.
12074,327,0,40,INTP,15,아니다. 네 저는 사람들의 시선을 걱정합니다. 제 자신이 좀 나아 보이지 않다고 생각하는 것 같아서 그런 거 같습니다.
1588,34,1,40,ESFP,5,중립. 저는 압박감이 심한 환경에서는 평정심을 유지하지 못하는 경우도 있습니다. 결혼한 지 7년째인데 아직 아기가 없다고 주위 어른들이 많은 걱정과 압박을 주십니다. 저는 노력 중이라고 웃으며 답변하는 경우도 있고 스트레스 주지 말라고 소리 지르는 경우도 있습니다.
7400,155,1,20,ESTJ,9,그렇다. 항상 매일 아침마다 휴대폰 메모장에 해야 할 일들을 모두 적어두고 전부 이루기 위해 실천합니다.
2780,58,0,40,ESTJ,45,"그렇다. 오래전 실수를 후회하곤 해요. 그때 좀 더 열심히 공부했더라면, 그때 다른 사람과 결혼을 했더라면 등의 후회를 하곤 하죠."
3701,78,1,40,INFP,6,"중립. 아는 사람 있으면 가서 대화하고, 혹 모르는 사람들 틈에 가는 상황이라면 분위기를 살피다 주위에 있는 사람들에게 날씨나 간단한 스몰토크 정도로 대화를 나누며 시간을 보낸다."
9246,193,0,40,INTJ,31,아니다. 저는 휴식을 취할 때는 혼자이고 싶습니다. 특히 주말에 집에 있을 때는 혼자 좋아하는 스포츠 보면서 맥주 한잔하는 게 너무 좋습니다.
5687,119,1,30,INFP,24,그렇다. 집안일을 다 끝내고 깨끗한 상태에서 쉬는 것이 마음이 불편하지 않다. 휴식 후에 집안일을 해야 하면 불안한 마음에 온전한 휴식을 취할 수 없다.
3965,83,1,40,INTJ,30,그렇다. 저는 사후 세계는 매우 흥미롭다고 생각됩니다. 왜냐하면 사후 세계의 존재를 떠나 사람들이 사후 세계의 존재에 대한 이야기하고 기록하고 믿는 행동들 자체에 흥미를 느낍니다.
4727,99,0,30,INTJ,24,중립. 휴식을 취하기 전에 집안일을 먼저 끝내면 분명 더 편하긴 하지만 나중에 하는 게 더 편하다는 생각이 들면 그러지 않는 편입니다.
9168,192,0,40,ISTJ,1,아니다. 저는 새로운 친구를 주기적으로 만들지 않습니다. 이유는 새로운 모임이나 그런 장소에 가는 것을 좋아하지 않을뿐더러 새로운 사람을 만나면 약간 경계하게 된다.
1238,26,1,20,INFP,39,"중립. 계획을 세우면 기분이 좋긴 한데, 계획대로 되지 않는 경우가 대다수라서 계획하지 않는 경우가 많아요."
2951,62,1,40,ESTP,24,아니다. 집안일은 언제나 먼저 끝난다는 생각이 없다. 안 하면 표가 확 나고 해도 표가 별로 나지 않는 게 집안일이라고 생각하기에 일단 휴식을 먼저 취하고 나중에 집안일을 하는 편이다.
10538,220,1,30,ENFJ,27,그렇다. 저는 아이를 키우면서 이런 경험을 많이 했습니다. 좋았다가 순간적으로 화가 욱하고 올라온다든지 하는 경험이요.
15723,429,1,30,ENFJ,4,중립/모르겠다. 저는 큰 틀의 대비만 하는 편입니다. 이유는 자세하게 계획을 짜면 거기에 맞춰 가는 데에만 급급하고 큰 그림을 볼 수 없게 될 수 있기 때문입니다.
2555,54,0,40,INTJ,12,그렇다. 저는 예술 작품의 해석에 토론하는 일에는 관심이 없어요. 작품을 해석하는 것은 본인의 삶과도 관련이 있기 때문에 스스로 느끼고 받아들이는 것이 중요하다고 생각해요.
14244,395,1,30,ISFP,25,중립/모르겠다. 관점에 대한 논쟁이라면 사람들마다의 새로운 시각에 대해 알게 돼서 재밌어요. 하지만 언쟁으로까지 번진다면 더 심각해지기 전에 말리느라 바빠요.
10354,216,0,30,ISFJ,35,그렇다. 저는 이미 내린 결정에 다시 생각하는 것은 시간 낭비라고 생각해서 제 선택에 후회하지 않는 편이에요.
14525,404,0,20,ENTP,6,그렇다. 저는 이미 알고 있는 사람과 대화하는 편입니다. 이유는 사람을 좋아하면서도 내성적이고 낯가림이 있어 먼저 다가가지는 못하는 편입니다. 하지만 호기심이 많아 누군가의 소개로 물꼬를 트면 큰 부담 없이 대화를 이어나가는 정도입니다.
15802,430,0,30,ESFP,23,아니다. 모든 사람들이 감정보다 이성을 중시했다면 이성만 앞세운 세상이 되지 않았을까요? 때로는 감정에 솔직해야 하는 상황들이 있다고 생각합니다. 예를 들면 스스로 감정에 대해 더 솔직해야 다른 사람의 감정을 이해하고 읽을 수 있다고 생각합니다.
1497,32,1,40,ISFP,10,그렇다. 저는 자존감이 낮아서 조그마한 작은 실수에도 자책을 하며 자기 스스로를 낮춥니다. 예를 들어 상사가 종이를 복사 해오라고 했는데 반대로 종이가 인쇄가 되어서 실수한 적이 있습니다. 스스로 매우 자책하는 편입니다.
12742,346,0,40,ISFP,23,"아니다. 저는 이성이 가득한 세상은 삭막하다고 생각합니다. 감정 때문에 발생할 수 있는 사건이나 사고도 많지만, 사람의 감정 때문에 따듯하고 살만한 세상이 되였다고 생각합니다."
6466,135,0,30,ESFP,35,중립. 이미 벌어진 일은 내가 앞으로 어떻게 할 수 없기 때문에 크게 고민하려고 하지 않는 편이다.
7357,154,0,40,ENFJ,14,아니다. 저는 하루 일정을 대부분 정하고 하루를 시작합니다. 쉬는 날에는 해야 하는 일을 한 번에 이어서 할 수 있도록 대략적인 계획을 세웁니다.
7826,164,0,40,INFJ,3,아니다. 저는 다른 분이 울고 있는 모습을 보면 슬퍼지는 감정이 들지만 같이 울고 싶은 마음은 안 드는 것 같아요. 감정을 공감을 하지만 같이 운다고 문제가 해결될 것 같지는 않아요. 다른 사람이 우는 이유가 무엇인지 궁금하고 사연을 들어주고 싶은 마음이 들어요.
7550,158,0,30,ESTJ,15,아니다. 다른 사람이 저를 어떻게 생각하는지는 중요하지 않아요. 나 자신이 당당하면 되는 거죠. 다른 사람이 저의 행동에 대해서 책임져 주지는 않기 때문에 그렇게 생각하게 된 것 같아요.
7916,165,1,40,ESFP,45,그렇다. 실수를 하게 되면 다음번에 또 같은 실수를 하지 않기 위해서 여러 번 생각하고 조심하는 편입니다.
12454,337,0,20,INTP,35,그렇다. 한번 결정 내릴 때까지 심사숙고하는 편이라 결정한 일에 대해서는 다시 생각하지 않으려고 합니다.
10618,222,1,30,ESFP,11,"중립. 관심이 가는 사람이라는 것이 이성적으로 관심이라면 대화를 시작하기는 쉽지 않고, 그냥 사람으로서 관심이 있는 것이라면 쉽게 다가가 대화할 수 있습니다."
17381,458,1,20,ESTJ,42,그렇다. 저는 제 의견과 매우 다른 의견을 이해하기 위해 많은 시간을 가지는 편입니다. 이유는 자신의 의견과 다른 의견 그것도 매우 다른 의견에 대해서 생각해 보는 것만으로도 현재 내가 가지고 있는 지식이나 사고방식의 범위를 매우 넓게 해주기 때문입니다. 딱히 최근에 그런 경험은 없는 것 같습니다.
16371,440,1,20,INFP,52,중립/모르겠다. 저는 잘 모르겠습니다. 이유는 제가 무언가를 잘 모르는 철학적인 질문을 들으면 부담되고 당황스럽습니다.
5185,109,1,30,ESTJ,2,"그렇다. 요즘은 퍼스널 컬러에 관해 메이크업 관련 분야에 관심이 가장 많고, 연예인 관련은 두 번째 관심분야입니다."
5648,118,0,20,INTP,33,아니다. 배경이 다른데 공감하는 것은 불가능합니다. 그것을 공감이 아니더라도 이해와 포용으로 다가가기 위해 노력하는 것이 사회라고 생각합니다.
8552,179,1,40,INTP,9,아니다. 정리를 잘 하는 편은 아니라서 중요한 일이 있다면 그냥 핸드폰 일정에 적어두기만 하는 편이고 그 외의 것들은 기억에 의존해서 진행하는 편입니다.
5242,110,1,30,ENFP,11,그렇다. 관심이 가는 사람에게 먼저 다가가서 이야기를 나누는 편이고 어렵지 않게 친해지는데 대부분 나를 좋아하는 것 같아요.
2130,45,1,30,ENTJ,19,"아니다. 관심사가 많더라도 관심도가 다 다르고, 환경에 따라서 제약도 있기에 순서는 쉽게 정해지는 편입니다. 이 기준으로 큰 부피의 가구나 가전제품, 그리고 책이나 전기기계를 구매 또는 대여하였습니다."
11840,305,0,40,ENTJ,21,아니다. 저는 단체에서 지도자 역할을 맡는 것에 어려움이 없는 편입니다. 이유는 기존에 해 왔던 일에서도 계속 팀장 역을 수행하여 와서 그런지 전혀 새로운 분야가 아닌 경우를 제외하고는 거의 지도자 역할을 많이 했던 편입니다.
2092,44,1,40,INFP,29,그렇다. 귀찮아하면서 할 일도 마지막까지 미룰 때 가 많습니다. 여유 시간이 많다고 느끼는 최근은 더 마지막까지 미루고 있는듯합니다.
5409,113,0,20,ENFJ,34,그렇다. 이유는 게임부터 하고 결정 내리는 일 합니다. 아무래도 집안일할때 미룹니다.
10211,213,0,40,INTP,36,아니다. 파티나 행사 참여해 본 지 오래됐습니다. 요즘은 동물다큐 보거나 영화 보면서 지내고 있습니다.
11952,318,0,30,INFJ,13,중립/모르겠다. 저의 마음이 동요하는 것은 감정에 따르지만 최종적인 선택은 이성에 따르는 편이라 중립이라고 생각합니다. 여자 지인들이 본 저는 이성적인 사람이고 남자 지인들이 본 저는 감성적인 사람이라고 합니다.
17729,464,1,30,ISFJ,30,그렇다. 저는 사후 세계에 대한 질문을 흥미롭게 생각합니다. 이유는 죽음은 신체의 활동이 끝나는 것일 뿐이라고 생각하기 때문입니다.
187,4,1,40,INFJ,44,"그렇다. 저는 계획에 차질이 생기는 것을 좋아하지 않습니다. 그래서 차질일 생기면 빨리 수습하고 다시 계획으로 돌아가기 위해 노력합니다. 제가 오늘까지 마치려고 마음먹은 일이 있는데, 혹시라도 친구가 놀러 오면 친구가 가고 나서 바로 그 계획을 수습하기 위해 시간을 씁니다."
16119,436,0,20,ISFP,40,아니다. 저는 아닙니다. 이유는 앞서 말한 바와 같이 사고 이후 갑자기 또 무슨 일이 터지지 않을까 길 가다 그냥 돌을 맞는다던가 에스컬레이터 앞에서 주저하게 되는 여러 불안감을 가지고 있기 때문입니다.
7941,166,0,30,ESTP,22,그렇다. 저는 예술적 성향이 없다고 생각합니다. 이유는 애초에 예술적인 부분에 대해서는 문외한이고 관심을 크게 두지 않기 때문입니다. 한 사례로 대중적으로 유명한 예술가분을 몰랐던 경험이 있습니다.
3655,77,1,30,ENFP,8,"중립. 매우 감상적인 편은 아니나, 주변 무드에 영향을 잘 받고 감동을 잘 받는 성격입니다. 하지만, 때론 이성적인 부분이 강해질 때가 있어 전반적으로는 중립적인 편입니다."
3426,72,1,20,ESFP,19,아니다. 관심사가 많은 편이 아니에요. 한 가지를 좋아하게 되면 깊게 좋아하다가 나중에는 질리기 때문에 그러면 또 다른 관심사를 새로 찾는 편이에요.
16447,442,1,40,INTJ,8,중립/모르겠다. 저는 감상적인 편은 아니라고 생각합니다. 이유는 서정적인 영화나 소설 등은 질색해서 보지 않고 액션 영화나 판타지 장르를 즐겨 보기 때문입니다. 하지만 가끔 걸으면서 사색하거나 대중교통을 이용하면서 음악 감상 등을 하는 것을 보면 감상적인 편인 것도 같습니다.
1381,29,1,30,ENTP,38,"그렇다. 저는 타인의 감정을 이해하기 어려울 때가 많습니다. 예를 들어 타인의 힘듦이나 정서적인 어려움을 알게 되면 그 상황을 타파할 수 있는 방안부터 생각이 나고, 왜 그렇게 하지 못하는지 답답하게 느껴집니다."
16599,444,1,20,ENTJ,40,그렇다. 저는 불안함을 거의 느끼지 않습니다. 이유는 실수하지 않기 위해서 맡은 일에 항상 최선을 다하고 문제가 발생하더라도 대화로 풀어나갈 수 있다는 것을 인지하고 있기 때문입니다.
8608,180,1,40,INFJ,17,아니다. 저는 결말이 정해진 대로 받아들이는 편입니다. 한마디로 무슨 일이든 다 의미가 있으리라 생각하며 순응하는 편이거든요. 그래서 책이나 영화도 작가의 세계관을 존중하고 있습니다. 이 같은 이유로 최근 비극으로 종영한 드라마 환혼에 대해서도 별 불만이 없습니다.
7429,155,1,20,ESTJ,38,아니다. 다른 사람의 감정을 잘 이해하고 조언을 해주는 편입니다. 어려움을 겪고 있는 주변 사람들이 있다면 함께 대화를 합니다. 
5037,105,1,30,ESTJ,46,그렇다. 관심 분야가 아니기 때문에 많이 생각하지 않습니다. 태어났기에 열심히 살아갑니다.
4897,103,1,30,ISTP,2,"그렇다. 요즘은 남는 시간의 대부분을 자격증 취득에 관한 것이나 집에서 할 수 있는 부업, 그리고 소액으로 할 수 있는 재테크와 투자에 많은 관심을 쏟고 있는 중입니다."
11532,249,0,30,INTJ,13,그렇다. 감정은 문제를 해결할 수 없습니다. 저는 대부분의 상황에서 이성을 따르는 편입니다. 모두가 이해할 수 있는 합리적인 선택과 판단을 하려고 합니다. 주변에서도 이성적이라는 평가를 자주 받습니다.
11802,301,0,40,ESFJ,43,중립/모르겠다. 모든 친구에게 그런 건 아니지만 제가 좋아하는 친구들은 먼저 만나자고 연락하는 편입니다.
3175,67,1,20,ENFP,8,그렇다. 일희일비하는 성격이에요. 책을 읽거나 영화를 보면서 주인공에게 완전히 몰입해버려요. 그들이 기뻐하면 같이 기뻐하고 슬퍼하면 바로 눈물을 흘리는 편이에요. 감정의 폭이 상당해요.
15044,414,0,30,ESFP,45,그렇다. 오래전의 실수가 가끔 생각나기는 하지만 크게 후회하는 편은 아닌 것 같습니다
17330,457,0,40,INFP,51,그렇다. 지금은 혼자서 하는 일을 원합니다. 아이들을 키우는 주부로서 계획하기 편하고 혼자서 하는 일을 했을 때 안정되게 할 수 있을 것 같습니다.
12839,348,0,40,ISTP,60,아니다. 일은 절대 아무것도 제 마음대로 흐르지 않아요. 그래서 항상 차선책을 두는 것입니다.
3747,79,1,30,ISTJ,4,그렇다. 최소 대비책 한 가지는 세우는 편입니다. 이유는 자신이 없기 때문이고 미래를 알 수 없기 때문입니다.
8451,177,1,30,ESTJ,4,그렇다. 저는 예측하기 어려운 상황을 만들지 않으려고 노력하는 편이기 때문에 대체적으로 여러 대비책을 마련하는 편입니다. 예측 불가능한 상황에 맞닥뜨려서 당황하는 상황이 굉장히 불편하기 때문입니다.
11394,238,0,20,ISTJ,19,아니다. 저는 관심사가 너무 많아 다음에 어떤 일을 해야 할지 모를 때가 없습니다. 이유는 작곡으로 성공하고 싶기 때문에 곡을 쓰는 것 이외에는 관심 정도가 적은 편입니다. 어릴 때는 이것저것 하고 싶었는데 한곳에 꽂히니 집중이 잘됩니다.
18631,479,1,40,INFP,32,그렇다. 저는 지루하다고 생각합니다. 이유는 수업을 들어도 이론은 답이 정해져 있는 이야기 같기 때문입니다. 수업을 들을 때도 매우 졸았습니다.
